soil_temp,soil_phs,Plant_Type
27.8,5.0,unknown
29.0,6.8,Tropical and Wetland Plants
27.8,8.0,Herbs and Aromatic Plants
29.7,6.4,Tropical and Wetland Plants
27.9,7.1,Herbs and Aromatic Plants
27.0,5.3,unknown
27.7,8.6,Drought-Resistant Plants
30.4,5.3,unknown
27.9,8.0,Herbs and Aromatic Plants
26.7,8.8,Drought-Resistant Plants
27.8,7.3,Herbs and Aromatic Plants
28.5,4.6,unknown
27.9,7.7,Herbs and Aromatic Plants
27.0,8.2,Drought-Resistant Plants
27.9,7.9,Herbs and Aromatic Plants
26.6,8.2,Drought-Resistant Plants
27.8,8.8,Drought-Resistant Plants
28.5,6.2,Tropical and Wetland Plants
27.8,6.6,Tropical and Wetland Plants
29.4,6.5,Tropical and Wetland Plants
27.9,8.9,Drought-Resistant Plants
26.8,8.6,Drought-Resistant Plants
27.9,5.8,Medicinal Plants
26.5,7.5,Herbs and Aromatic Plants
27.7,6.0,Tropical and Wetland Plants
30.3,6.4,unknown
27.9,7.3,Herbs and Aromatic Plants
27.1,7.1,Herbs and Aromatic Plants
27.8,7.8,Herbs and Aromatic Plants
28.9,8.4,Drought-Resistant Plants
27.9,8.5,Drought-Resistant Plants
28.3,5.0,unknown
27.9,8.6,Drought-Resistant Plants
28.4,5.6,unknown
27.9,7.5,Herbs and Aromatic Plants
26.9,6.8,Tropical and Wetland Plants
28.0,7.3,Herbs and Aromatic Plants
27.2,5.5,Medicinal Plants
27.9,5.1,unknown
26.8,8.8,Drought-Resistant Plants
27.8,4.9,unknown
30.0,6.6,Tropical and Wetland Plants
28.0,7.1,Herbs and Aromatic Plants
26.7,8.1,Drought-Resistant Plants
27.8,8.0,Herbs and Aromatic Plants
30.3,4.8,unknown
27.8,5.6,Medicinal Plants
30.3,5.3,unknown
28.0,6.8,Tropical and Wetland Plants
26.7,5.8,Medicinal Plants
27.8,5.7,Medicinal Plants
30.1,6.4,unknown
27.9,7.7,Herbs and Aromatic Plants
26.7,5.6,Medicinal Plants
28.0,7.6,Herbs and Aromatic Plants
27.6,4.9,unknown
27.9,4.8,unknown
28.1,7.9,Herbs and Aromatic Plants
27.9,8.5,Drought-Resistant Plants
27.7,8.5,Drought-Resistant Plants
27.8,7.0,Herbs and Aromatic Plants
28.9,7.3,Herbs and Aromatic Plants
27.8,4.9,unknown
28.6,8.2,Drought-Resistant Plants
27.9,6.7,Tropical and Wetland Plants
27.5,5.5,Medicinal Plants
27.8,6.5,Tropical and Wetland Plants
29.2,5.9,unknown
27.8,8.8,Drought-Resistant Plants
29.6,6.8,Tropical and Wetland Plants
27.9,4.6,unknown
28.7,6.8,Tropical and Wetland Plants
27.8,8.1,Drought-Resistant Plants
29.4,4.6,unknown
27.9,8.0,Herbs and Aromatic Plants
27.1,5.0,unknown
27.9,7.7,Herbs and Aromatic Plants
28.3,5.0,unknown
27.9,8.6,Drought-Resistant Plants
27.2,5.8,Medicinal Plants
27.8,7.8,Herbs and Aromatic Plants
29.3,6.9,Tropical and Wetland Plants
28.0,7.9,Herbs and Aromatic Plants
27.4,7.7,Herbs and Aromatic Plants
27.8,5.4,unknown
30.4,4.9,unknown
27.8,6.8,Tropical and Wetland Plants
30.0,7.9,Herbs and Aromatic Plants
28.0,5.6,Medicinal Plants
27.5,7.7,Herbs and Aromatic Plants
27.9,6.9,Tropical and Wetland Plants
28.1,5.9,unknown
27.9,5.4,unknown
27.8,5.5,Medicinal Plants
27.9,7.3,Herbs and Aromatic Plants
26.7,8.0,Herbs and Aromatic Plants
27.9,8.2,Drought-Resistant Plants
26.7,5.1,unknown
27.9,5.8,Medicinal Plants
28.2,8.5,Drought-Resistant Plants
27.8,8.9,Drought-Resistant Plants
29.3,8.8,Drought-Resistant Plants
27.8,5.0,unknown
30.4,8.1,Drought-Resistant Plants
28.0,5.4,unknown
26.8,6.5,Tropical and Wetland Plants
27.8,8.7,Drought-Resistant Plants
29.5,6.4,Tropical and Wetland Plants
28.0,8.3,Drought-Resistant Plants
26.9,6.3,Tropical and Wetland Plants
27.9,5.7,Medicinal Plants
28.0,6.6,Tropical and Wetland Plants
27.8,8.1,Drought-Resistant Plants
29.9,4.7,unknown
27.8,5.6,Medicinal Plants
29.6,8.7,Drought-Resistant Plants
27.9,7.7,Herbs and Aromatic Plants
28.5,7.7,Herbs and Aromatic Plants
27.9,8.3,Drought-Resistant Plants
28.2,7.8,Herbs and Aromatic Plants
28.0,8.4,Drought-Resistant Plants
27.4,6.8,Tropical and Wetland Plants
27.8,6.1,Tropical and Wetland Plants
29.1,4.7,unknown
27.8,7.5,Herbs and Aromatic Plants
29.8,5.8,unknown
28.0,5.7,Medicinal Plants
27.3,4.6,unknown
27.9,5.1,unknown
28.5,6.5,Tropical and Wetland Plants
28.0,8.4,Drought-Resistant Plants
27.2,6.3,Tropical and Wetland Plants
27.8,8.5,Drought-Resistant Plants
29.9,6.1,Tropical and Wetland Plants
28.0,4.7,unknown
27.6,6.0,Tropical and Wetland Plants
27.8,8.7,Drought-Resistant Plants
28.8,8.4,Drought-Resistant Plants
27.9,8.1,Drought-Resistant Plants
27.8,5.6,Medicinal Plants
27.9,4.7,unknown
27.9,4.8,unknown
27.9,8.0,Herbs and Aromatic Plants
28.3,7.5,Herbs and Aromatic Plants
27.9,5.5,Medicinal Plants
28.4,5.1,unknown
27.9,5.4,unknown
27.7,4.5,unknown
27.9,7.0,Herbs and Aromatic Plants
28.8,8.0,Herbs and Aromatic Plants
27.9,6.7,Tropical and Wetland Plants
28.8,5.3,unknown
28.0,8.2,Drought-Resistant Plants
27.1,6.6,Tropical and Wetland Plants
27.8,8.8,Drought-Resistant Plants
30.3,8.0,Drought-Resistant Plants
27.8,7.2,Herbs and Aromatic Plants
30.1,4.7,unknown
28.0,4.6,unknown
26.7,8.5,Drought-Resistant Plants
28.0,6.6,Tropical and Wetland Plants
27.1,4.8,unknown
28.0,6.5,Tropical and Wetland Plants
26.7,6.8,Tropical and Wetland Plants
27.8,5.4,unknown
30.2,8.8,Drought-Resistant Plants
28.0,7.8,Herbs and Aromatic Plants
27.0,5.1,unknown
27.8,6.0,Tropical and Wetland Plants
30.4,5.2,unknown
27.8,7.8,Herbs and Aromatic Plants
30.2,5.2,unknown
28.0,5.9,Medicinal Plants
26.9,5.1,unknown
27.9,8.4,Drought-Resistant Plants
29.0,7.5,Herbs and Aromatic Plants
28.0,7.1,Herbs and Aromatic Plants
26.6,7.2,Herbs and Aromatic Plants
27.8,8.0,Herbs and Aromatic Plants
29.1,4.9,unknown
27.9,6.1,Tropical and Wetland Plants
28.6,5.6,unknown
27.8,5.6,Medicinal Plants
29.7,5.5,unknown
27.9,5.9,Medicinal Plants
28.6,8.4,Drought-Resistant Plants
27.9,7.3,Herbs and Aromatic Plants
27.3,7.0,Herbs and Aromatic Plants
27.8,5.4,unknown
29.8,7.9,Herbs and Aromatic Plants
28.0,6.2,Tropical and Wetland Plants
27.0,7.6,Herbs and Aromatic Plants
27.8,7.1,Herbs and Aromatic Plants
29.5,6.7,Tropical and Wetland Plants
27.9,4.5,unknown
26.8,8.6,Drought-Resistant Plants
27.9,8.0,Herbs and Aromatic Plants
26.7,5.1,unknown
27.9,4.9,unknown
27.0,8.1,Drought-Resistant Plants
27.8,5.1,unknown
30.4,8.2,Drought-Resistant Plants
27.9,7.5,Herbs and Aromatic Plants
29.0,7.4,Herbs and Aromatic Plants
27.8,6.6,Tropical and Wetland Plants
30.4,6.8,unknown
27.8,8.6,Drought-Resistant Plants
30.4,8.1,Drought-Resistant Plants
27.9,8.3,Drought-Resistant Plants
28.0,5.6,Medicinal Plants
28.0,8.8,Drought-Resistant Plants
27.3,8.2,Drought-Resistant Plants
27.9,5.3,unknown
27.7,6.6,Tropical and Wetland Plants
27.8,4.7,unknown
29.3,8.6,Drought-Resistant Plants
27.8,6.5,Tropical and Wetland Plants
29.6,6.6,Tropical and Wetland Plants
27.9,5.3,unknown
27.9,5.8,Medicinal Plants
27.9,7.9,Herbs and Aromatic Plants
28.9,5.1,unknown
28.0,6.8,Tropical and Wetland Plants
27.1,5.3,unknown
27.8,6.7,Tropical and Wetland Plants
30.6,8.3,Drought-Resistant Plants
27.9,6.3,Tropical and Wetland Plants
28.4,4.7,unknown
27.9,5.1,unknown
29.1,7.9,Herbs and Aromatic Plants
28.0,6.6,Tropical and Wetland Plants
27.2,6.5,Tropical and Wetland Plants
27.8,6.6,Tropical and Wetland Plants
30.6,4.7,unknown
28.0,6.0,Tropical and Wetland Plants
27.0,7.5,Herbs and Aromatic Plants
28.0,8.8,Drought-Resistant Plants
26.8,7.9,Herbs and Aromatic Plants
27.8,7.3,Herbs and Aromatic Plants
30.5,6.5,unknown
27.8,8.4,Drought-Resistant Plants
30.0,5.7,unknown
27.9,6.6,Tropical and Wetland Plants
29.0,5.7,unknown
28.0,7.5,Herbs and Aromatic Plants
27.9,6.6,Tropical and Wetland Plants
27.9,6.3,Tropical and Wetland Plants
28.6,4.9,unknown
27.9,8.5,Drought-Resistant Plants
28.5,5.0,unknown
27.9,7.2,Herbs and Aromatic Plants
27.1,5.6,Medicinal Plants
27.9,6.1,Tropical and Wetland Plants
28.4,5.4,unknown
27.9,6.1,Tropical and Wetland Plants
29.7,7.1,Herbs and Aromatic Plants
28.0,6.9,Tropical and Wetland Plants
28.0,5.2,unknown
27.9,9.0,Drought-Resistant Plants
28.1,6.3,Tropical and Wetland Plants
27.9,8.9,Drought-Resistant Plants
29.2,7.9,Herbs and Aromatic Plants
27.8,6.7,Tropical and Wetland Plants
29.8,6.3,Tropical and Wetland Plants
28.0,5.4,unknown
26.9,8.8,Drought-Resistant Plants
27.9,7.0,Herbs and Aromatic Plants
28.6,6.5,Tropical and Wetland Plants
28.0,4.5,unknown
26.9,6.2,Tropical and Wetland Plants
27.8,5.8,Medicinal Plants
29.9,4.5,unknown
28.0,7.9,Herbs and Aromatic Plants
26.9,8.8,Drought-Resistant Plants
27.9,4.9,unknown
29.4,5.7,unknown
28.0,8.7,Drought-Resistant Plants
26.9,7.8,Herbs and Aromatic Plants
27.9,8.2,Drought-Resistant Plants
28.7,7.4,Herbs and Aromatic Plants
28.0,6.4,Tropical and Wetland Plants
27.4,6.7,Tropical and Wetland Plants
27.9,4.5,unknown
29.5,5.0,unknown
27.9,5.0,unknown
28.3,6.4,Tropical and Wetland Plants
27.9,4.9,unknown
28.9,8.0,Herbs and Aromatic Plants
27.9,5.6,Medicinal Plants
29.5,7.1,Herbs and Aromatic Plants
27.8,7.7,Herbs and Aromatic Plants
30.4,4.9,unknown
27.9,5.5,Medicinal Plants
29.3,7.6,Herbs and Aromatic Plants
28.0,6.9,Tropical and Wetland Plants
27.5,6.6,Tropical and Wetland Plants
27.9,8.8,Drought-Resistant Plants
28.2,6.5,Tropical and Wetland Plants
27.9,5.7,Medicinal Plants
27.0,8.2,Drought-Resistant Plants
28.0,8.9,Drought-Resistant Plants
26.8,6.8,Tropical and Wetland Plants
27.9,7.6,Herbs and Aromatic Plants
27.2,4.8,unknown
28.0,9.0,Drought-Resistant Plants
26.9,7.1,Herbs and Aromatic Plants
27.8,7.7,Herbs and Aromatic Plants
30.5,4.7,unknown
28.0,5.3,unknown
27.6,6.2,Tropical and Wetland Plants
27.8,5.6,Medicinal Plants
30.5,9.0,Drought-Resistant Plants
27.8,8.2,Drought-Resistant Plants
30.1,7.7,Drought-Resistant Plants
28.0,8.0,Herbs and Aromatic Plants
26.8,4.5,unknown
27.9,6.4,Tropical and Wetland Plants
29.1,8.4,Drought-Resistant Plants
27.9,4.9,unknown
28.2,7.5,Herbs and Aromatic Plants
28.0,8.5,Drought-Resistant Plants
27.7,8.3,Drought-Resistant Plants
28.0,5.3,unknown
28.0,7.3,Herbs and Aromatic Plants
28.0,6.7,Tropical and Wetland Plants
27.6,8.8,Drought-Resistant Plants
28.0,7.6,Herbs and Aromatic Plants
27.5,6.9,Tropical and Wetland Plants
27.8,8.0,Herbs and Aromatic Plants
29.8,4.7,unknown
27.9,6.2,Tropical and Wetland Plants
28.2,7.2,Herbs and Aromatic Plants
27.9,7.9,Herbs and Aromatic Plants
29.4,6.5,Tropical and Wetland Plants
27.9,5.1,unknown
29.1,5.8,unknown
27.9,8.8,Drought-Resistant Plants
28.1,6.5,Tropical and Wetland Plants
27.9,5.2,unknown
27.9,5.8,Medicinal Plants
27.9,8.8,Drought-Resistant Plants
29.3,4.5,unknown
28.0,7.8,Herbs and Aromatic Plants
27.4,6.4,Tropical and Wetland Plants
27.9,8.2,Drought-Resistant Plants
28.1,5.2,unknown
28.0,7.3,Herbs and Aromatic Plants
27.0,8.2,Drought-Resistant Plants
27.8,7.5,Herbs and Aromatic Plants
30.4,7.5,Drought-Resistant Plants
28.0,8.9,Drought-Resistant Plants
27.5,5.5,Medicinal Plants
27.8,5.0,unknown
29.9,4.7,unknown
27.8,6.4,Tropical and Wetland Plants
30.2,8.5,Drought-Resistant Plants
28.0,7.3,Herbs and Aromatic Plants
27.1,7.8,Herbs and Aromatic Plants
27.8,5.1,unknown
30.5,4.9,unknown
27.9,6.4,Tropical and Wetland Plants
28.9,5.5,unknown
27.8,7.9,Herbs and Aromatic Plants
30.3,6.7,unknown
27.8,8.5,Drought-Resistant Plants
30.4,5.9,unknown
27.9,8.1,Drought-Resistant Plants
27.3,7.7,Herbs and Aromatic Plants
28.0,4.8,unknown
27.9,4.6,unknown
27.8,5.2,unknown
30.0,8.3,Drought-Resistant Plants
28.0,8.9,Drought-Resistant Plants
27.3,6.5,Tropical and Wetland Plants
27.8,8.6,Drought-Resistant Plants
30.3,6.4,unknown
27.8,6.8,Tropical and Wetland Plants
30.0,8.2,Drought-Resistant Plants
27.9,8.6,Drought-Resistant Plants
28.4,5.4,unknown
28.0,8.3,Drought-Resistant Plants
27.8,4.6,unknown
27.9,7.4,Herbs and Aromatic Plants
27.7,6.5,Tropical and Wetland Plants
27.9,7.4,Herbs and Aromatic Plants
29.3,7.1,Herbs and Aromatic Plants
27.9,8.5,Drought-Resistant Plants
29.8,5.4,unknown
27.9,7.5,Herbs and Aromatic Plants
28.6,4.9,unknown
28.0,6.7,Tropical and Wetland Plants
27.3,5.0,unknown
27.9,4.9,unknown
27.4,5.9,Medicinal Plants
28.0,8.3,Drought-Resistant Plants
27.2,4.5,unknown
27.9,5.4,unknown
28.3,7.2,Herbs and Aromatic Plants
27.9,6.0,Tropical and Wetland Plants
29.6,7.5,Herbs and Aromatic Plants
27.9,7.3,Herbs and Aromatic Plants
29.6,7.0,Herbs and Aromatic Plants
27.8,5.9,Medicinal Plants
30.3,8.3,Drought-Resistant Plants
28.0,6.7,Tropical and Wetland Plants
26.8,5.3,unknown
28.0,8.7,Drought-Resistant Plants
27.7,8.9,Drought-Resistant Plants
28.0,6.9,Tropical and Wetland Plants
27.8,6.6,Tropical and Wetland Plants
27.9,7.6,Herbs and Aromatic Plants
27.6,6.2,Tropical and Wetland Plants
27.8,6.2,Tropical and Wetland Plants
30.2,7.1,unknown
27.9,6.6,Tropical and Wetland Plants
30.3,6.4,unknown
27.9,7.2,Herbs and Aromatic Plants
30.2,5.1,unknown
28.0,8.2,Drought-Resistant Plants
27.5,7.5,Herbs and Aromatic Plants
28.0,6.8,Tropical and Wetland Plants
29.4,6.6,Tropical and Wetland Plants
28.0,6.6,Tropical and Wetland Plants
28.5,7.7,Herbs and Aromatic Plants
28.0,5.6,Medicinal Plants
27.0,6.1,Tropical and Wetland Plants
28.0,6.5,Tropical and Wetland Plants
27.7,4.8,unknown
27.9,5.6,Medicinal Plants
28.9,7.1,Herbs and Aromatic Plants
28.0,5.6,Medicinal Plants
29.5,5.0,unknown
27.9,6.0,Tropical and Wetland Plants
30.0,8.5,Drought-Resistant Plants
28.0,5.8,Medicinal Plants
28.1,7.7,Herbs and Aromatic Plants
28.0,7.5,Herbs and Aromatic Plants
28.8,8.7,Drought-Resistant Plants
28.0,5.6,Medicinal Plants
29.3,5.8,unknown
28.0,6.5,Tropical and Wetland Plants
28.2,5.0,unknown
28.0,6.4,Tropical and Wetland Plants
28.3,5.7,unknown
28.0,5.9,Medicinal Plants
28.0,5.3,unknown
28.0,7.6,Herbs and Aromatic Plants
28.5,6.9,Tropical and Wetland Plants
27.9,7.2,Herbs and Aromatic Plants
29.8,7.4,Herbs and Aromatic Plants
28.0,5.7,Medicinal Plants
28.2,6.3,Tropical and Wetland Plants
28.0,6.6,Tropical and Wetland Plants
29.2,5.9,unknown
28.0,8.1,Drought-Resistant Plants
27.8,6.6,Tropical and Wetland Plants
27.9,8.5,Drought-Resistant Plants
29.5,4.6,unknown
28.0,7.8,Herbs and Aromatic Plants
27.7,8.8,Drought-Resistant Plants
28.0,9.0,Drought-Resistant Plants
27.2,6.9,Tropical and Wetland Plants
28.0,6.3,Tropical and Wetland Plants
27.1,4.5,unknown
28.0,8.1,Drought-Resistant Plants
29.3,6.5,Tropical and Wetland Plants
28.0,7.5,Herbs and Aromatic Plants
27.3,8.6,Drought-Resistant Plants
28.0,6.7,Tropical and Wetland Plants
27.3,4.5,unknown
28.0,4.9,unknown
28.2,5.7,unknown
27.9,4.6,unknown
30.1,8.4,Drought-Resistant Plants
27.9,4.8,unknown
30.4,5.1,unknown
28.0,5.4,unknown
28.1,7.3,Herbs and Aromatic Plants
28.0,7.8,Herbs and Aromatic Plants
29.1,8.0,Herbs and Aromatic Plants
28.0,7.4,Herbs and Aromatic Plants
27.8,6.7,Tropical and Wetland Plants
27.9,4.7,unknown
30.1,5.7,unknown
28.0,5.4,unknown
27.7,6.4,Tropical and Wetland Plants
28.0,5.6,Medicinal Plants
27.2,4.7,unknown
28.0,8.9,Drought-Resistant Plants
29.1,7.8,Herbs and Aromatic Plants
28.0,7.0,Herbs and Aromatic Plants
27.9,6.8,Tropical and Wetland Plants
28.0,5.0,unknown
29.6,7.8,Herbs and Aromatic Plants
28.0,6.6,Tropical and Wetland Plants
27.6,6.4,Tropical and Wetland Plants
28.0,8.9,Drought-Resistant Plants
27.0,8.3,Drought-Resistant Plants
28.0,7.6,Herbs and Aromatic Plants
29.5,7.6,Herbs and Aromatic Plants
28.0,7.7,Herbs and Aromatic Plants
27.1,7.4,Herbs and Aromatic Plants
28.0,6.2,Tropical and Wetland Plants
29.0,6.8,Tropical and Wetland Plants
28.0,9.0,Drought-Resistant Plants
28.5,7.8,Herbs and Aromatic Plants
28.0,6.9,Tropical and Wetland Plants
27.5,6.1,Tropical and Wetland Plants
27.9,7.4,Herbs and Aromatic Plants
30.4,8.4,Drought-Resistant Plants
28.0,8.9,Drought-Resistant Plants
27.9,6.2,Tropical and Wetland Plants
28.0,8.1,Drought-Resistant Plants
28.0,5.0,unknown
28.0,7.8,Herbs and Aromatic Plants
28.4,6.4,Tropical and Wetland Plants
28.0,4.9,unknown
27.9,6.0,Tropical and Wetland Plants
27.9,8.9,Drought-Resistant Plants
29.3,6.6,Tropical and Wetland Plants
28.0,5.7,Medicinal Plants
27.1,7.5,Herbs and Aromatic Plants
27.9,6.6,Tropical and Wetland Plants
30.3,7.8,Drought-Resistant Plants
27.9,6.7,Tropical and Wetland Plants
30.4,6.2,unknown
27.9,5.5,Medicinal Plants
30.4,8.0,Drought-Resistant Plants
28.1,7.3,Herbs and Aromatic Plants
27.0,5.2,unknown
27.9,7.6,Herbs and Aromatic Plants
29.7,4.8,unknown
27.9,4.8,unknown
30.0,5.8,unknown
27.9,4.9,unknown
30.4,5.7,unknown
28.0,7.5,Herbs and Aromatic Plants
27.4,4.5,unknown
28.0,5.2,unknown
28.8,6.1,Tropical and Wetland Plants
28.0,6.1,Tropical and Wetland Plants
27.1,5.9,Medicinal Plants
28.0,6.4,Tropical and Wetland Plants
27.6,4.6,unknown
28.0,8.8,Drought-Resistant Plants
27.7,8.1,Drought-Resistant Plants
27.9,4.9,unknown
30.1,8.8,Drought-Resistant Plants
28.0,7.2,Herbs and Aromatic Plants
27.2,6.9,Tropical and Wetland Plants
27.9,5.9,Medicinal Plants
30.4,6.1,unknown
27.9,5.5,Medicinal Plants
29.9,5.3,unknown
27.9,8.0,Herbs and Aromatic Plants
29.8,7.3,Herbs and Aromatic Plants
28.0,5.1,unknown
28.3,8.6,Drought-Resistant Plants
28.0,8.8,Drought-Resistant Plants
28.8,6.1,Tropical and Wetland Plants
27.9,5.7,Medicinal Plants
29.9,6.0,Tropical and Wetland Plants
28.0,8.4,Drought-Resistant Plants
28.6,6.1,Tropical and Wetland Plants
27.9,5.5,Medicinal Plants
30.4,7.7,Drought-Resistant Plants
28.0,6.0,Tropical and Wetland Plants
27.0,7.4,Herbs and Aromatic Plants
28.0,5.4,unknown
28.3,7.9,Herbs and Aromatic Plants
28.0,5.0,unknown
27.1,5.0,unknown
27.9,5.5,Medicinal Plants
30.4,8.9,Drought-Resistant Plants
28.0,8.8,Drought-Resistant Plants
29.1,5.5,unknown
28.0,6.8,Tropical and Wetland Plants
28.6,8.3,Drought-Resistant Plants
28.0,7.5,Herbs and Aromatic Plants
28.6,6.5,Tropical and Wetland Plants
28.0,7.0,Herbs and Aromatic Plants
27.5,5.4,unknown
27.9,5.6,Medicinal Plants
30.0,5.0,unknown
28.0,7.9,Herbs and Aromatic Plants
27.0,6.0,Tropical and Wetland Plants
27.9,8.2,Drought-Resistant Plants
30.2,8.6,Drought-Resistant Plants
28.0,6.8,Tropical and Wetland Plants
28.0,8.5,Drought-Resistant Plants
28.0,5.0,unknown
28.7,7.4,Herbs and Aromatic Plants
27.9,8.2,Drought-Resistant Plants
29.8,8.7,Drought-Resistant Plants
27.9,6.2,Tropical and Wetland Plants
29.4,7.0,Herbs and Aromatic Plants
28.0,6.9,Tropical and Wetland Plants
29.0,6.4,Tropical and Wetland Plants
28.0,5.8,Medicinal Plants
29.7,6.8,Tropical and Wetland Plants
28.0,7.7,Herbs and Aromatic Plants
27.6,7.5,Herbs and Aromatic Plants
27.9,8.4,Drought-Resistant Plants
30.3,7.0,unknown
28.0,6.2,Tropical and Wetland Plants
27.4,4.7,unknown
28.1,8.0,Herbs and Aromatic Plants
27.7,7.4,Herbs and Aromatic Plants
28.1,7.1,Herbs and Aromatic Plants
27.3,5.0,unknown
28.0,6.7,Tropical and Wetland Plants
29.4,6.4,Tropical and Wetland Plants
28.1,8.3,Drought-Resistant Plants
27.2,4.6,unknown
28.0,6.3,Tropical and Wetland Plants
30.2,7.0,unknown
28.0,5.2,unknown
29.7,8.9,Drought-Resistant Plants
28.1,8.4,Drought-Resistant Plants
27.4,8.1,Drought-Resistant Plants
28.1,6.8,Tropical and Wetland Plants
28.7,7.1,Herbs and Aromatic Plants
28.1,7.0,Herbs and Aromatic Plants
27.8,4.8,unknown
28.1,7.4,Herbs and Aromatic Plants
28.8,7.8,Herbs and Aromatic Plants
28.1,6.6,Tropical and Wetland Plants
27.3,5.2,unknown
28.0,5.2,unknown
29.6,7.6,Herbs and Aromatic Plants
28.0,5.6,Medicinal Plants
29.2,5.4,unknown
28.1,7.5,Herbs and Aromatic Plants
28.8,7.1,Herbs and Aromatic Plants
28.1,6.8,Tropical and Wetland Plants
27.5,5.2,unknown
28.0,8.1,Drought-Resistant Plants
28.8,5.4,unknown
28.0,5.0,unknown
29.4,5.1,unknown
28.1,5.8,unknown
27.8,8.4,Drought-Resistant Plants
28.1,8.1,Drought-Resistant Plants
28.2,4.5,unknown
28.1,8.8,Drought-Resistant Plants
28.6,4.7,unknown
28.1,6.3,Tropical and Wetland Plants
28.5,7.2,Herbs and Aromatic Plants
28.1,8.5,Drought-Resistant Plants
27.1,6.5,Tropical and Wetland Plants
28.0,5.5,Medicinal Plants
29.9,6.0,Tropical and Wetland Plants
28.0,9.0,Drought-Resistant Plants
29.0,7.9,Herbs and Aromatic Plants
28.1,4.6,unknown
28.0,7.3,Herbs and Aromatic Plants
28.0,5.0,unknown
29.0,6.7,Tropical and Wetland Plants
28.1,6.1,Tropical and Wetland Plants
27.5,8.8,Drought-Resistant Plants
28.1,7.7,Herbs and Aromatic Plants
27.7,8.8,Drought-Resistant Plants
28.0,7.8,Herbs and Aromatic Plants
29.4,6.0,Tropical and Wetland Plants
28.0,8.2,Drought-Resistant Plants
29.8,4.9,unknown
28.1,4.6,unknown
27.1,6.0,Tropical and Wetland Plants
28.0,8.7,Drought-Resistant Plants
30.2,8.1,Drought-Resistant Plants
28.0,8.1,Drought-Resistant Plants
29.1,5.7,unknown
28.1,5.0,unknown
27.4,6.4,Tropical and Wetland Plants
28.1,8.7,Drought-Resistant Plants
28.9,7.4,Herbs and Aromatic Plants
28.0,6.4,Tropical and Wetland Plants
29.3,8.9,Drought-Resistant Plants
28.1,8.8,Drought-Resistant Plants
28.4,8.5,Drought-Resistant Plants
28.1,8.2,Drought-Resistant Plants
27.9,7.7,Herbs and Aromatic Plants
28.0,6.5,Tropical and Wetland Plants
30.1,6.5,unknown
28.1,7.3,Herbs and Aromatic Plants
27.1,5.8,Medicinal Plants
28.1,5.1,unknown
27.2,6.8,Tropical and Wetland Plants
28.1,8.7,Drought-Resistant Plants
28.3,7.1,Herbs and Aromatic Plants
28.0,5.4,unknown
29.6,7.2,Herbs and Aromatic Plants
28.1,8.1,Drought-Resistant Plants
28.9,7.5,Herbs and Aromatic Plants
28.1,5.1,unknown
27.3,5.4,unknown
28.1,8.1,Drought-Resistant Plants
28.3,6.9,Tropical and Wetland Plants
28.1,7.6,Herbs and Aromatic Plants
27.2,8.0,Herbs and Aromatic Plants
28.0,5.9,Medicinal Plants
29.7,7.9,Herbs and Aromatic Plants
28.0,7.8,Herbs and Aromatic Plants
28.9,5.9,unknown
28.0,5.0,unknown
30.3,6.0,unknown
28.0,8.0,Herbs and Aromatic Plants
29.0,7.9,Herbs and Aromatic Plants
28.1,5.3,unknown
28.8,7.4,Herbs and Aromatic Plants
28.0,7.9,Herbs and Aromatic Plants
28.6,8.5,Drought-Resistant Plants
28.1,7.6,Herbs and Aromatic Plants
28.3,8.1,Drought-Resistant Plants
28.0,4.8,unknown
28.5,4.9,unknown
28.0,7.8,Herbs and Aromatic Plants
28.9,8.5,Drought-Resistant Plants
28.0,7.8,Herbs and Aromatic Plants
30.0,8.8,Drought-Resistant Plants
28.1,8.8,Drought-Resistant Plants
28.1,4.6,unknown
28.1,5.8,unknown
27.7,5.4,unknown
28.0,8.1,Drought-Resistant Plants
29.8,6.1,Tropical and Wetland Plants
28.1,4.5,unknown
27.1,6.7,Tropical and Wetland Plants
28.1,4.6,unknown
27.6,7.0,Herbs and Aromatic Plants
28.0,7.2,Herbs and Aromatic Plants
29.9,7.8,Herbs and Aromatic Plants
28.1,5.7,unknown
27.3,7.4,Herbs and Aromatic Plants
28.0,7.3,Herbs and Aromatic Plants
30.3,9.0,Drought-Resistant Plants
28.0,6.0,Tropical and Wetland Plants
30.3,8.4,Drought-Resistant Plants
28.1,6.0,Tropical and Wetland Plants
27.4,9.0,Drought-Resistant Plants
28.0,6.9,Tropical and Wetland Plants
30.0,4.8,unknown
28.1,5.7,unknown
27.1,6.1,Tropical and Wetland Plants
28.1,7.7,Herbs and Aromatic Plants
28.0,7.9,Herbs and Aromatic Plants
28.0,8.8,Drought-Resistant Plants
29.2,4.6,unknown
28.1,5.4,unknown
28.4,8.8,Drought-Resistant Plants
28.0,5.4,unknown
30.2,7.8,Drought-Resistant Plants
28.0,8.3,Drought-Resistant Plants
30.3,4.5,unknown
28.1,8.2,Drought-Resistant Plants
27.9,8.2,Drought-Resistant Plants
28.1,6.5,Tropical and Wetland Plants
27.1,6.0,Tropical and Wetland Plants
28.1,8.2,Drought-Resistant Plants
28.6,5.9,unknown
28.0,6.7,Tropical and Wetland Plants
29.3,6.2,Tropical and Wetland Plants
28.1,7.8,Herbs and Aromatic Plants
27.5,8.8,Drought-Resistant Plants
